District,Year,Respiratory_Cases,Emergency_Visits,Hospital_Admissions,Avg_Treatment_Cost_NPR
Parsa,2021,268,176,94,15485
Parsa,2025,573,111,39,43962
Parsa,2020,782,61,22,17416
Parsa,2020,794,173,72,46750
Parsa,2022,443,153,34,47037
Parsa,2026,947,67,81,24337
Parsa,2022,491,11,70,41417
Parsa,2026,230,143,26,20841
Parsa,2026,918,125,64,27811
Parsa,2026,702,166,84,41361
Parsa,2026,744,61,11,11053
Parsa,2020,436,144,41,9942
Parsa,2024,864,99,63,34524
Parsa,2024,164,115,56,46159
Parsa,2024,922,170,30,27430
Parsa,2021,842,11,74,27305
Parsa,2019,350,93,71,40940
Parsa,2019,330,188,72,18594
Parsa,2020,63,109,65,42587
Parsa,2026,704,14,21,45749
Parsa,2021,848,167,62,30638
Parsa,2024,116,85,94,26179
Parsa,2025,469,43,17,15432
Parsa,2023,618,20,85,24014
Parsa,2020,734,86,8,35702
Parsa,2020,878,97,22,10483
Parsa,2020,609,157,51,25513
Parsa,2022,213,191,19,38561
Parsa,2024,69,123,67,26372
Parsa,2020,322,29,80,43302
Parsa,2025,129,114,5,43731
Parsa,2022,773,54,58,31705
Parsa,2023,895,96,15,49492
Parsa,2022,107,199,88,21770
Parsa,2022,900,174,38,48573
Parsa,2025,630,38,20,10595
Parsa,2019,254,58,12,44719
Parsa,2021,330,41,21,19889
Parsa,2021,556,47,88,17113
Parsa,2023,716,158,55,25279
Parsa,2026,766,170,93,26774
Parsa,2023,741,86,62,40778
Parsa,2020,458,55,7,45460
Parsa,2020,171,189,14,47165
Parsa,2025,227,61,98,5427
Parsa,2024,434,49,57,5096
Parsa,2019,771,172,68,33505
Parsa,2021,714,151,43,37081
Parsa,2024,897,48,20,45724
Parsa,2026,865,100,5,42537
Parsa,2025,188,65,8,14497
Parsa,2021,265,128,91,22320
Parsa,2024,565,189,56,24199
Parsa,2025,489,49,82,47380
Parsa,2024,569,47,96,40170
Parsa,2023,198,17,36,10919
Parsa,2022,192,112,79,10816
Parsa,2024,587,124,85,32573
Parsa,2021,570,108,54,6061
Parsa,2019,769,24,26,37429
Parsa,2026,282,196,7,8459
Parsa,2025,182,61,47,8607
Parsa,2022,315,161,82,25139
Parsa,2026,865,32,96,21948
Parsa,2026,183,174,73,9601
Parsa,2022,62,41,47,25419
Parsa,2022,718,52,38,11308
Parsa,2024,896,113,89,7906
Parsa,2020,635,144,23,24450
Parsa,2022,341,108,41,26453
Parsa,2024,120,122,35,40668
Parsa,2025,728,73,14,45225
Parsa,2025,701,69,24,37652
Parsa,2024,922,12,43,46656
Parsa,2025,662,50,64,28966
Parsa,2022,588,56,96,38652
Parsa,2022,178,99,64,20106
Parsa,2021,71,54,31,30516
Parsa,2020,415,49,16,33273
Parsa,2022,163,118,91,49817
Parsa,2025,259,125,91,11279
Parsa,2023,728,96,95,41024
Parsa,2022,589,177,8,19572
Parsa,2025,366,188,32,33999
Parsa,2022,620,56,24,21375
Parsa,2020,339,45,6,11802
Parsa,2025,649,95,97,45141
Parsa,2022,802,120,74,22258
Parsa,2023,71,29,67,32077
Parsa,2020,568,88,61,47974
Parsa,2022,953,49,58,32474
Parsa,2023,333,122,84,38490
Parsa,2026,540,91,84,38205
Parsa,2025,533,75,66,41131
Parsa,2023,326,128,33,17339
Parsa,2026,843,161,33,9415
Parsa,2020,508,95,12,15178
Parsa,2022,682,80,99,7442
Parsa,2021,687,59,84,14396
Parsa,2020,731,67,59,37315
Parsa,2022,727,120,61,37537
Parsa,2021,887,181,17,37216
Parsa,2021,151,192,34,18861
Parsa,2020,298,49,98,33269
Parsa,2022,933,182,50,30309
Parsa,2022,379,40,49,48659
Parsa,2024,748,90,65,47501
Kathmandu,2021,999,10,69,37157
Kathmandu,2021,998,104,51,39921
Kathmandu,2021,997,94,12,42830
Kathmandu,2022,997,101,6,25810
Kathmandu,2020,997,111,44,39132
Kathmandu,2019,996,86,35,10177
Kathmandu,2022,996,16,10,25140
Kathmandu,2025,996,126,15,17631
Kathmandu,2022,995,103,40,23991
Kathmandu,2025,992,191,9,20113
Kathmandu,2022,992,55,54,12778
Kathmandu,2024,992,49,17,43074
Kathmandu,2022,991,22,17,27412
Kathmandu,2019,991,86,89,20693
Kathmandu,2021,990,97,29,36017
Kathmandu,2024,990,49,31,30482
Kathmandu,2024,989,34,43,38230
Kathmandu,2022,989,23,94,12252
Kathmandu,2025,989,185,48,19670
Kathmandu,2024,988,26,10,5082
Kathmandu,2021,988,166,88,30507
Kathmandu,2025,988,143,81,45441
Kathmandu,2025,988,99,80,6908
Kathmandu,2023,987,144,85,40455
Kathmandu,2026,986,195,28,38513
Kathmandu,2019,986,166,40,19376
Kathmandu,2020,986,70,20,23318
Kathmandu,2023,985,60,56,33907
Kathmandu,2023,985,181,51,35386
Kathmandu,2024,985,168,15,12337
Kathmandu,2021,984,183,93,45255
Kathmandu,2021,984,98,22,28443
Kathmandu,2026,983,123,95,45966
Kathmandu,2019,983,97,87,47435
Kathmandu,2026,983,177,88,38627
Kathmandu,2020,982,169,56,31342
Kathmandu,2019,982,26,16,40446
Kathmandu,2024,981,102,93,27795
Kathmandu,2025,981,55,35,29594
Kathmandu,2021,981,178,50,20424
Kathmandu,2023,980,107,15,33880
Kathmandu,2023,980,12,82,10966
Kathmandu,2025,978,118,45,36910
Kathmandu,2023,978,176,18,18484
Kathmandu,2022,978,171,61,38701
Kathmandu,2024,977,48,5,11988
Kathmandu,2022,977,187,58,43371
Kathmandu,2024,976,126,86,49129
Kathmandu,2023,976,170,18,20127
Kathmandu,2020,976,150,63,25016
Kathmandu,2021,975,107,28,27718
Kathmandu,2021,974,11,74,33667
Kathmandu,2020,973,49,39,33038
Kathmandu,2025,971,42,6,39499
Kathmandu,2019,971,171,71,29320
Kathmandu,2023,971,42,65,32974
Kathmandu,2019,971,72,56,41561
Kathmandu,2019,970,41,84,12341
Kathmandu,2022,970,160,52,18688
Kathmandu,2026,970,125,79,11447
Kathmandu,2022,970,57,93,24998
Kathmandu,2025,970,131,77,28965
Kathmandu,2023,970,177,82,40959
Kathmandu,2019,968,148,44,9085
Kathmandu,2022,968,81,34,13640
Kathmandu,2026,968,190,52,30321
Kathmandu,2022,967,164,94,38829
Kathmandu,2020,967,115,50,35374
Kathmandu,2019,966,182,5,37569
Kathmandu,2019,966,99,67,17314
Kathmandu,2026,964,72,98,31692
Kathmandu,2019,963,122,68,28277
Kathmandu,2020,962,121,64,20394
Kathmandu,2025,962,95,17,38796
Kathmandu,2020,962,198,19,42847
Kathmandu,2019,962,106,79,46828
Kathmandu,2024,961,190,90,8201
Kathmandu,2026,961,58,44,14224
Kathmandu,2026,961,35,69,11140
Kathmandu,2021,961,36,38,24147
Kathmandu,2021,961,197,75,46157
Kathmandu,2025,961,147,70,23775
Kathmandu,2020,960,63,64,36418
Kathmandu,2026,519,80,26,21002
Kathmandu,2021,723,102,19,33135
Kathmandu,2020,302,115,32,41696
Kathmandu,2024,117,25,86,27066
Kathmandu,2020,306,162,78,17567
Kathmandu,2020,717,143,17,23070
Kathmandu,2022,946,31,44,10313
Kathmandu,2019,64,157,90,42380
Kathmandu,2022,389,27,70,7770
Kathmandu,2022,197,25,96,17439
Kathmandu,2024,368,150,56,37139
Kathmandu,2022,732,142,30,17847
Kathmandu,2025,421,79,16,20616
Kathmandu,2020,852,115,80,47548
Kathmandu,2024,149,197,81,40551
Kathmandu,2022,898,155,52,31730
Kathmandu,2019,958,54,46,34019
Kathmandu,2025,244,108,77,48705
Kathmandu,2019,575,62,85,36849
Kathmandu,2019,201,108,33,15729
Kathmandu,2023,816,129,49,33403
Kathmandu,2026,712,48,58,11036
Kathmandu,2019,868,13,52,9783
Kathmandu,2024,909,133,91,7358
Kathmandu,2023,384,149,6,17155
Kathmandu,2026,451,66,43,31057
Kathmandu,2021,340,177,99,31672
Kathmandu,2024,388,94,24,22218
Kathmandu,2021,96,132,45,18875
Kathmandu,2021,332,178,76,46807
Kathmandu,2023,160,177,85,43356
Kathmandu,2022,459,79,95,47381
Kathmandu,2021,379,34,64,35389
Kathmandu,2020,299,103,10,13056
Kathmandu,2022,602,165,32,29115
Kathmandu,2022,339,96,8,10987
Kathmandu,2021,751,92,8,8672
Kathmandu,2019,645,144,29,27341
Kathmandu,2025,155,14,37,31581
Kathmandu,2021,671,56,17,16927
Kathmandu,2026,557,141,51,14681
Kathmandu,2024,299,133,36,15864
Kathmandu,2022,109,70,83,18725
Kathmandu,2019,584,84,97,21084
Kathmandu,2024,931,70,38,24445
Kathmandu,2022,325,75,94,28571
Kathmandu,2020,657,67,92,45395
Kathmandu,2025,433,148,9,7378
Kathmandu,2025,87,40,46,11915
Kathmandu,2023,847,115,99,32560
Kathmandu,2019,644,93,42,49290
Kathmandu,2025,346,127,39,39403
Kathmandu,2024,581,176,55,27821
Kathmandu,2019,62,58,45,9123
Kathmandu,2026,393,185,99,40456
Kathmandu,2026,306,160,51,34423
Kathmandu,2024,622,153,49,8319
Kathmandu,2025,925,159,50,48468
Kathmandu,2022,599,20,52,45283
Kathmandu,2025,889,125,45,39749
Kathmandu,2024,933,154,96,34753
Kathmandu,2025,788,31,71,39387
Kathmandu,2023,73,154,30,28634
Kathmandu,2026,403,119,80,17577
Kathmandu,2022,644,148,73,6509
Kathmandu,2023,389,63,8,20402
Kathmandu,2021,414,199,7,19640
Kathmandu,2019,61,38,15,15057
Kathmandu,2019,136,170,93,27149
Kathmandu,2021,188,131,96,39976
Kathmandu,2023,424,144,19,14300
Kathmandu,2025,272,77,50,31696
Kathmandu,2024,817,134,76,27966
Kathmandu,2023,303,73,53,5869
Kathmandu,2024,423,165,14,18827
Kathmandu,2022,447,29,24,17315
Kathmandu,2019,802,142,14,17146
Kathmandu,2022,247,123,68,27062
Kathmandu,2026,859,129,30,34236
Kathmandu,2026,202,54,41,31777
Kathmandu,2023,925,63,28,33063
Kathmandu,2019,471,58,13,46227
Kathmandu,2021,935,140,80,33099
Kathmandu,2026,483,189,73,46821
Kathmandu,2020,747,148,25,16124
Kathmandu,2026,942,58,17,12530
Kathmandu,2021,166,194,48,44042
Kathmandu,2024,593,41,89,33854
Kathmandu,2026,654,40,28,34592
Kathmandu,2019,69,127,84,22360
Kathmandu,2023,651,192,19,41875
Kathmandu,2021,594,43,48,5316
Kathmandu,2026,324,143,62,25600
Kathmandu,2025,113,199,78,45289
Kathmandu,2024,703,66,42,13969
Kathmandu,2025,327,24,34,32039
Kathmandu,2021,447,37,29,38002
Kathmandu,2022,380,83,85,23592
Kathmandu,2022,921,62,22,49400
Kathmandu,2019,296,125,46,18805
Kathmandu,2024,265,63,10,36087
Kathmandu,2019,940,135,63,26895
Kathmandu,2024,894,51,94,17613
Kathmandu,2024,618,22,92,20560
Kathmandu,2021,565,154,46,34852
Kathmandu,2023,450,68,90,8580
Kathmandu,2024,803,170,54,26027
Kathmandu,2026,927,99,98,13067
Kathmandu,2023,735,78,77,16189
Kathmandu,2020,423,174,40,27807
Kathmandu,2025,668,44,68,23613
Kathmandu,2026,329,42,96,35915
Kathmandu,2023,514,173,15,39290
Kathmandu,2022,929,105,23,15257
Kathmandu,2026,783,190,81,17088
Kathmandu,2022,938,168,67,34654
Kathmandu,2020,340,182,43,20020
Kathmandu,2020,794,39,96,25494
Kathmandu,2020,237,43,55,21062
Kathmandu,2025,336,49,22,18661
Kathmandu,2021,794,197,69,27912
Kathmandu,2022,62,133,48,39192
Kathmandu,2022,670,171,62,9180
Kathmandu,2021,462,128,19,37958
Kathmandu,2020,594,115,84,20247
Kathmandu,2022,818,126,84,44168
Kathmandu,2025,327,154,17,49712
Kathmandu,2025,85,187,9,11022
Kathmandu,2019,255,27,28,34449
Kathmandu,2023,368,182,74,9703
Kathmandu,2019,552,15,21,32583
Kathmandu,2023,885,162,53,46039
Kathmandu,2020,582,10,7,24537
Kathmandu,2025,437,197,73,21078
Kathmandu,2021,451,166,74,30486
Kathmandu,2020,498,126,70,12898
Kathmandu,2022,745,19,26,19205
Kathmandu,2022,391,99,52,17624
Kathmandu,2026,659,139,96,39286
Kathmandu,2022,237,111,25,33574
Kathmandu,2026,815,108,48,24726
Kathmandu,2026,695,172,33,47543
Kathmandu,2024,915,121,5,14267
Kathmandu,2024,132,132,7,30608
Kathmandu,2023,246,170,59,39514
Kathmandu,2019,915,118,57,42539
Kathmandu,2023,843,179,53,30844
Kathmandu,2022,126,137,87,34964
Kathmandu,2022,468,21,43,35244
Kathmandu,2021,281,38,96,39734
Kathmandu,2021,854,82,53,37360
Kathmandu,2020,239,12,75,11779
Kathmandu,2020,61,33,68,39631
Kathmandu,2019,63,183,37,31619
Kathmandu,2021,133,27,25,27620
Kathmandu,2022,949,29,70,13648
Kathmandu,2020,631,60,50,23215
Kathmandu,2019,954,178,51,11742
Kathmandu,2019,783,64,30,33537
Kathmandu,2023,462,72,95,11565
Kathmandu,2022,61,57,27,25629
Kathmandu,2025,626,20,25,8198
Kathmandu,2024,649,141,79,25533
Kathmandu,2022,653,125,57,22132
Kathmandu,2023,936,198,54,20968
Kathmandu,2023,681,181,97,31954
Kathmandu,2024,261,53,54,28605
Kathmandu,2024,296,56,41,26426
Kathmandu,2021,547,33,19,35558
Kathmandu,2022,99,172,54,17989
Kathmandu,2023,529,99,88,37934
Kathmandu,2024,448,130,93,48992
Kathmandu,2020,836,98,82,22619
Kathmandu,2021,958,174,51,10801
Kathmandu,2025,636,133,7,8779
Kathmandu,2021,419,49,73,42645
Kathmandu,2020,336,154,6,10660
Kathmandu,2023,442,100,74,35975
Kathmandu,2024,699,198,74,39505
Kathmandu,2021,438,122,37,6575
Kathmandu,2019,409,141,98,38400
Kathmandu,2020,865,117,33,26769
Kathmandu,2020,206,149,58,10340
Kathmandu,2019,875,156,51,17025
Kathmandu,2024,88,91,57,20867
Kathmandu,2022,852,158,55,9010
Kathmandu,2020,247,184,85,17343
Kathmandu,2021,744,131,39,26326
Kathmandu,2025,897,37,61,31039
Kathmandu,2021,764,120,9,26203
Kathmandu,2023,613,123,44,32533
Kathmandu,2021,652,13,83,26423
Kathmandu,2024,801,146,89,35470
Kathmandu,2024,97,109,34,27763
Kathmandu,2026,238,29,46,22302
Kathmandu,2021,595,25,18,14456
Kathmandu,2023,197,134,47,24762
Kathmandu,2021,67,174,17,18805
Kathmandu,2023,700,139,61,49292
Kathmandu,2019,66,20,27,5002
Kathmandu,2025,536,195,11,38521
Kathmandu,2020,697,55,49,29700
Kathmandu,2023,777,38,13,42411
Kathmandu,2022,332,13,10,36464
Kathmandu,2025,531,71,84,44330
Kathmandu,2025,262,99,10,38616
Kathmandu,2025,615,28,89,39967
Kathmandu,2021,294,30,65,22690
Kathmandu,2019,701,187,18,7778
Kathmandu,2021,268,178,5,21679
Kathmandu,2026,839,11,5,19303
Kathmandu,2026,363,90,11,17319
Kathmandu,2023,693,86,55,12695
Kathmandu,2023,212,34,47,33512
Kathmandu,2026,699,163,87,18807
Kathmandu,2021,524,106,52,49453
Kathmandu,2019,512,128,61,26915
Kathmandu,2024,918,80,55,26081
Kathmandu,2020,639,83,20,23380
Kathmandu,2024,631,149,67,20641
Kathmandu,2023,793,119,60,35736
Kathmandu,2024,629,36,89,48107
Kathmandu,2026,544,22,76,29350
Kathmandu,2024,467,16,12,10625
Kathmandu,2021,779,126,63,36830
Kathmandu,2020,398,112,45,35497
Kathmandu,2026,444,20,35,45158
Kathmandu,2025,903,152,24,14491
Kathmandu,2021,247,169,9,46909
Kathmandu,2021,314,105,19,19943
Kathmandu,2025,59,189,36,26615
Kathmandu,2022,161,173,85,10354
Kathmandu,2026,724,180,99,43939
Kathmandu,2023,605,24,27,6142
Kathmandu,2023,622,35,67,27911
Kathmandu,2020,675,122,93,23037
Kathmandu,2022,477,80,77,14218
Kathmandu,2026,294,166,99,29243
Kathmandu,2021,134,171,43,29101
Kathmandu,2021,803,185,49,28690
Kathmandu,2020,562,184,64,5137
Kathmandu,2026,446,169,17,36087
Kathmandu,2019,449,147,18,29989
Kathmandu,2023,690,162,25,42812
Kathmandu,2023,303,17,69,42169
Kathmandu,2023,526,75,53,23811
Kathmandu,2025,813,31,87,31491
Kathmandu,2021,136,68,25,48079
Kathmandu,2022,133,103,54,7390
Kathmandu,2026,246,12,41,12010
Kathmandu,2021,325,45,19,15017
Kathmandu,2024,337,189,88,34537
Kathmandu,2022,481,179,86,27410
Kathmandu,2024,671,160,96,43495
Kathmandu,2020,91,145,67,41340
Kathmandu,2019,744,129,90,25465
Kathmandu,2020,254,144,76,44989
Kathmandu,2023,801,112,18,15196
Kathmandu,2024,693,139,26,12280
Kathmandu,2025,945,117,63,22999
Kathmandu,2023,890,10,62,14610
Kathmandu,2021,582,66,29,27850
Kathmandu,2026,883,99,54,25887
Kathmandu,2019,885,48,58,11111
Kathmandu,2020,395,141,19,27259
Kathmandu,2025,206,177,36,17770
Kathmandu,2024,100,96,27,27497
Kathmandu,2020,861,164,56,29280
Kathmandu,2024,67,191,96,6129
Kathmandu,2025,328,90,14,15571
Kathmandu,2019,766,165,89,38244
Kathmandu,2019,183,174,51,30289
Kathmandu,2022,551,109,44,24479
Kathmandu,2020,810,77,87,6222
Kathmandu,2020,806,83,41,28945
Kathmandu,2019,903,141,71,34651
Kathmandu,2020,168,166,8,10431
Kathmandu,2023,753,133,8,22660
Kathmandu,2026,309,116,34,32294
Kathmandu,2025,629,33,32,13780
Kathmandu,2023,226,118,19,47790
Kathmandu,2026,804,144,87,28761
Kathmandu,2022,871,195,91,10996
Kathmandu,2023,174,108,56,9291
Kathmandu,2019,932,87,32,19592
Kathmandu,2025,518,112,44,15441
Kathmandu,2023,805,39,5,29988
Kathmandu,2019,339,96,45,7495
Kathmandu,2024,759,16,64,8031
Kathmandu,2021,768,18,68,47828
Kathmandu,2020,367,191,9,26114
Kathmandu,2021,880,42,6,28320
Kathmandu,2019,374,108,6,5487
Kathmandu,2025,362,11,21,30107
Kathmandu,2020,308,138,10,15363
Kathmandu,2026,280,65,29,30299
Kathmandu,2019,99,23,21,24384
Kathmandu,2022,842,119,53,43647
Kathmandu,2025,790,100,44,26270
Kathmandu,2019,571,24,68,31024
Kathmandu,2025,702,164,18,49586
Kathmandu,2026,324,107,19,36793
Kathmandu,2022,492,172,29,23371
Kathmandu,2025,724,95,93,11313
Kathmandu,2020,793,145,24,27726
Kathmandu,2022,858,45,62,29224
Kathmandu,2019,55,76,22,24694
Kathmandu,2024,209,138,69,20440
Kathmandu,2026,570,29,96,15090
Kathmandu,2024,864,166,34,20146
Kathmandu,2022,55,91,72,31626
Kathmandu,2025,98,116,6,43086
Kathmandu,2021,388,83,53,48583
Kathmandu,2022,914,101,11,10074
Kathmandu,2023,280,145,9,42533
Kathmandu,2022,596,85,83,41042
Kathmandu,2022,244,99,20,47597
Kathmandu,2019,143,103,20,22949
Kathmandu,2020,302,198,6,28640
Kathmandu,2024,204,96,51,10145
Kathmandu,2020,496,152,71,41298
Kathmandu,2020,768,61,81,38950
Kathmandu,2026,633,164,54,22177
Kathmandu,2019,141,38,69,49652
Kathmandu,2021,811,42,35,41280
Kathmandu,2025,209,84,72,31241
Kathmandu,2019,913,23,56,25770
Kathmandu,2022,888,77,10,24856
Kathmandu,2025,352,68,92,23433
Kathmandu,2025,863,160,66,18974
Kathmandu,2025,798,138,20,42703
Kathmandu,2020,446,64,7,44385
Kathmandu,2024,120,69,30,19735
Kathmandu,2022,480,106,73,41934
Kathmandu,2026,614,49,94,35249
Kathmandu,2020,268,85,81,12833
Kathmandu,2023,524,164,88,21451
Kathmandu,2023,618,153,47,30362
Kathmandu,2026,515,66,66,9011
Kathmandu,2023,848,87,30,5498
Kathmandu,2024,882,187,12,22008
Kathmandu,2022,548,103,71,15057
Kathmandu,2019,417,20,7,22133
Kathmandu,2021,834,17,55,17705
Kathmandu,2024,509,141,56,40823
Kathmandu,2019,495,30,5,6024
Kathmandu,2021,202,11,7,14678
Kathmandu,2026,208,21,55,25024
Kathmandu,2024,395,162,32,25959
Kathmandu,2023,826,185,48,36406
Kathmandu,2022,250,60,11,42091
Kathmandu,2019,412,96,94,28984
Kathmandu,2025,624,140,62,6811
Kathmandu,2019,408,124,25,25646
Kathmandu,2020,271,155,59,19143
Kathmandu,2024,488,63,85,5152
Kathmandu,2022,702,69,92,38934
Kathmandu,2020,959,137,30,12904
Kathmandu,2021,956,12,44,18460
Kathmandu,2025,776,51,68,11526
Kathmandu,2022,843,107,28,44088
Kathmandu,2020,341,43,12,42997
Kathmandu,2022,305,74,83,34002
Kathmandu,2025,120,184,44,33578
Kathmandu,2021,381,185,93,40463
Kathmandu,2021,375,143,64,46287
Kathmandu,2022,214,85,32,13970
Kathmandu,2021,537,193,88,5652
Kathmandu,2020,576,15,57,11177
Kathmandu,2023,679,45,66,34197
Kathmandu,2025,103,51,38,27574
Kathmandu,2021,594,104,24,19194
Kathmandu,2019,155,18,79,18842
Kathmandu,2024,106,112,91,40447
Kathmandu,2019,672,65,57,20554
Kathmandu,2023,65,128,89,10995
Kathmandu,2025,79,10,87,43361
Kathmandu,2022,440,141,31,44854
Kathmandu,2025,441,136,8,25181
Kathmandu,2021,947,161,33,48797
Kathmandu,2021,281,181,73,19439
Kathmandu,2025,52,43,20,35590
Kathmandu,2025,827,41,9,19753
Kathmandu,2025,928,193,44,30112
Kathmandu,2020,830,129,33,28969
Kathmandu,2024,110,111,12,22171
Kathmandu,2025,656,104,11,9346
Kathmandu,2025,671,89,82,45392
Kathmandu,2020,266,57,74,34158
Kathmandu,2020,834,150,56,10616
Kathmandu,2019,922,181,27,31732
Kathmandu,2026,151,66,7,36758
Kathmandu,2024,359,180,20,16099
Kathmandu,2026,749,78,26,23167
Kathmandu,2022,866,41,50,43422
Kathmandu,2021,438,179,33,45424
Kathmandu,2020,178,188,29,45921
Kathmandu,2022,158,120,31,16008
Kathmandu,2020,609,140,61,20739
Kathmandu,2022,899,48,96,37087
Kathmandu,2021,816,137,82,12737
Kathmandu,2021,119,135,33,9600
Kathmandu,2023,412,57,51,48590
Kathmandu,2025,162,145,91,18058
Kathmandu,2020,807,122,67,24102
Kathmandu,2021,740,115,10,46021
Kathmandu,2025,597,94,72,32257
Kathmandu,2020,649,85,73,29415
Kathmandu,2022,115,64,47,10578
Kathmandu,2019,443,124,26,13580
Kathmandu,2021,904,163,40,38431
Kathmandu,2019,590,122,40,23033
Kathmandu,2020,711,164,79,44812
Kathmandu,2024,708,65,94,16100
Kathmandu,2026,348,79,35,14058
Kathmandu,2020,625,39,58,33626
Kathmandu,2025,568,165,56,33846
Kathmandu,2019,190,21,12,30419
Kathmandu,2026,439,187,17,43860
Kathmandu,2024,455,23,23,12104
Kathmandu,2025,336,160,79,15410
Kathmandu,2023,444,157,35,7143
Kathmandu,2021,326,24,66,13375
Kathmandu,2025,939,50,27,43455
Kathmandu,2025,166,185,88,12935
Kathmandu,2021,459,85,68,29385
Kathmandu,2024,924,172,22,41307
Kathmandu,2025,954,111,50,22220
Kathmandu,2021,870,69,27,18677
Kathmandu,2025,384,99,79,36208
Kathmandu,2026,791,172,53,33205
Kathmandu,2026,785,163,79,32158
Kathmandu,2019,746,182,69,22317
Kathmandu,2021,830,128,8,29299
Kathmandu,2023,173,81,52,9929
Kathmandu,2023,738,38,15,41739
Kathmandu,2023,476,147,22,16070
Kathmandu,2025,479,63,9,23876
Kathmandu,2023,687,119,17,28706
Kathmandu,2023,727,103,86,6912
Kathmandu,2023,348,80,21,32845
Kathmandu,2023,492,84,62,15645
Kathmandu,2019,874,168,76,45484
Kathmandu,2021,654,142,12,39041
Kathmandu,2020,672,144,88,26524
Kathmandu,2019,875,175,27,10291
Kathmandu,2019,816,130,37,44433
Kathmandu,2023,803,51,40,27245
Kathmandu,2024,791,37,56,25680
Kathmandu,2019,857,172,88,16799
Kathmandu,2019,380,96,36,41292
Kathmandu,2019,259,20,50,20969
Kathmandu,2024,87,51,90,26393
Kathmandu,2022,850,90,30,9662
Kathmandu,2019,742,126,93,21828
Kathmandu,2023,145,145,99,26824
Kathmandu,2026,274,38,10,17335
Kathmandu,2026,866,83,41,14942
Kathmandu,2023,737,183,90,44626
Kathmandu,2020,166,24,30,44283
Kathmandu,2023,208,161,6,36523
Kathmandu,2024,462,174,34,22377
Kathmandu,2026,340,157,35,13876
Kathmandu,2019,905,49,32,17754
Kathmandu,2026,358,110,42,13698
Kathmandu,2024,136,138,53,32243
Kathmandu,2023,360,75,97,9905
Kathmandu,2024,443,178,12,42510
Kathmandu,2024,533,159,29,46539
Kathmandu,2023,948,26,6,16517
Kathmandu,2025,446,63,44,36803
Kathmandu,2026,740,126,54,45686
Kathmandu,2024,563,24,24,39183
Kathmandu,2020,659,55,19,33751
Kathmandu,2025,450,121,47,45864
Kathmandu,2020,771,195,84,19794
Kathmandu,2026,549,108,80,46102
Kathmandu,2019,51,193,92,30037
Kathmandu,2026,746,71,15,16495
Kathmandu,2019,248,196,50,9462
Kathmandu,2020,559,47,33,38855
Kathmandu,2023,70,79,17,11123
Kathmandu,2019,311,129,9,32562
Kathmandu,2023,126,99,34,45137
Kathmandu,2023,635,30,59,44206
Kathmandu,2024,801,151,7,33793
Kathmandu,2023,243,100,66,9042
Kathmandu,2025,166,125,16,47013
Kathmandu,2022,771,43,47,17097
Kathmandu,2023,186,152,41,40984
Kathmandu,2021,621,91,61,24860
Kathmandu,2026,828,189,78,44983
Kathmandu,2019,919,133,25,39572
Kathmandu,2021,498,106,96,16567
Kathmandu,2026,235,52,60,18048
Kathmandu,2026,543,191,93,38109
Kathmandu,2024,277,95,21,47323
Kathmandu,2026,374,51,56,10153
Kathmandu,2024,945,23,70,33670
Kathmandu,2023,120,161,94,19962
Kathmandu,2020,863,67,67,22055
Kathmandu,2022,124,155,60,49453
Kathmandu,2024,584,151,63,43170
Kathmandu,2026,936,43,12,19617
Kathmandu,2024,479,93,91,23619
Kathmandu,2020,953,107,41,31144
Kathmandu,2024,839,69,88,6986
Kathmandu,2021,165,97,88,42297
Kathmandu,2025,744,115,46,27212
Kathmandu,2026,124,104,19,24708
Kathmandu,2019,305,110,96,31513
Kathmandu,2020,275,64,12,11883
Kathmandu,2024,775,124,7,9662
Kathmandu,2021,348,128,19,32658
Kathmandu,2019,909,170,23,22212
Kathmandu,2024,836,79,71,38522
Kathmandu,2020,75,180,88,20816
Kathmandu,2024,848,107,98,47477
Kathmandu,2023,59,99,33,42587
Kathmandu,2024,481,106,66,44622
Kathmandu,2026,660,49,93,35679
Kathmandu,2026,146,34,18,42084
Kathmandu,2026,191,62,50,18691
Kathmandu,2021,501,196,61,14344
Kathmandu,2021,682,151,72,25773
Kathmandu,2024,572,159,49,40891
Kathmandu,2020,161,72,45,31782
Kathmandu,2019,930,173,42,27133
Kathmandu,2023,103,112,20,35108
Kathmandu,2025,741,116,29,34725
Kathmandu,2023,61,22,91,5753
Kathmandu,2022,770,184,59,7307
Kathmandu,2024,402,180,24,25754
Kathmandu,2019,352,24,48,10081
Kathmandu,2026,122,53,47,42213
Kathmandu,2023,85,39,92,27770
Kathmandu,2023,611,163,49,26269
Kathmandu,2021,434,64,24,11992
Kathmandu,2022,792,48,62,47585
Kathmandu,2026,935,82,99,7777
Kathmandu,2022,357,12,61,41368
Kathmandu,2022,102,46,29,26210
Kathmandu,2023,751,148,14,41066
Kathmandu,2020,82,119,92,37833
Kathmandu,2019,457,93,11,23932
Kathmandu,2024,847,138,26,17307
Kathmandu,2022,859,196,11,11077
Kathmandu,2025,913,62,68,8570
Kathmandu,2025,505,73,46,34664
Kathmandu,2019,126,113,77,27930
Kathmandu,2020,565,46,42,14943
Kathmandu,2023,918,48,78,37905
Kathmandu,2022,116,150,76,39752
Kathmandu,2025,821,110,18,34090
Kathmandu,2025,846,141,38,23478
